,Date,Stage,Distance Covered,Type,Departure,Arrival,Category UCI,Name,Family Name,Nationality,Dual National,Native Country,NC-From,NC-To,Adopted Country,AC-From,AC-To,Age,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,21_1,22_1,23_1
2137,22-07-1933,22º stage Distance:,169 km,Road – Stage,"    Rennes (Bretagne), France ","Caen (Basse-Normandie), France",,René,Le Grevès,France ,N,,,,,,,35 years,Date of birth:,06-07-1910,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|25-02-1946|Place of death:| ,"    Saint-Gervais-les-Bains (Rhone-Alpes), France",Professional:,1933-1941,, , ,,,,,,Date of death:|25-02-1946|Place of death:| , ,Age:,35 years
2138,23-07-1933,23º stage Distance:,222 km,Road – Stage,"    Caen (Basse-Normandie), France ","Paris (Ile-de-France), France",,Learco,Guerra,Italy ,N,,,,,,,60 years,Date of birth:,14-10-1902,Place of birth:, ,Date of death:|07-02-1963|Place of death:| ,"    Milano (Lombardia), Italy",Professional:,1928-1943,, , ,,,,,,Date of death:|07-02-1963|Place of death:| , ,Age:,60 years
2139,23-07-1933, Distance:,  km,Classification – Road – Mountains Classification,,"Paris (Ile-de-France), France",,Vicente,Trueba Pérez,Spain ,N,,,,,,,80 years,Date of birth:,15-11-1905,Place of birth:,"Sierrapando (Cantabria), Spain ",Date of death:|13-11-1986|Place of death:| ,"    Cartes (Cantabria), Spain",Professional:,1928-1939,, , ,,,,,,Date of death:|13-11-1986|Place of death:| , ,Age:,80 years
2140,23-07-1933, Distance:,  km,Classification – Road – General Classification,,"Paris (Ile-de-France), France",,Georges,Speicher,France ,N,,,,,,,70 years,Date of birth:,08-06-1907,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|24-01-1978|Place of death:| ,"    Maisons-Laffitte (Ile-de-France), France",Professional:,1930-1944,, , ,,,,,,Date of death:|24-01-1978|Place of death:| , ,Age:,70 years
2141,06-07-1932,1º stage Distance:,208 km,Road – Stage,"    Paris (Ile-de-France), France ","Caen (Basse-Normandie), France",,Jean,Aerts,Belgium ,N,,,,,,,84 years,Date of birth:,08-09-1907,Place of birth:,"Laken (Brabant), Belgium ",Date of death:|15-06-1992|Place of death:| ,"    Brugge (West-Vlaanderen), Belgium",Professional:,1928-1943,, , ,,,,,,Date of death:|15-06-1992|Place of death:| , ,Age:,84 years
2142,07-07-1932,2º stage Distance:,300 km,Road – Stage,"    Cannes (Provence-Alpes-Cote d'Azur), France ","Nantes (Pays de la Loire), France",,Kurt,Stöpel,Germany ,N,,,,,,,89 years,Date of birth:,12-03-1908,Place of birth:,"Berlin (Berlin), Germany ",Date of death:|11-06-1997|Place of death:| ,"    Berlin (Berlin), Germany",Professional:,1930-1935,, , ,,,,,,Date of death:|11-06-1997|Place of death:| , ,Age:,89 years
2143,09-07-1932,3º stage Distance:,387 km,Road – Stage,"    Nantes (Pays de la Loire), France ","Bordeaux (Aquitaine), France",,André,Leducq,France ,N,,,,,,,76 years,Date of birth:,27-02-1904,Place of birth:,"Saint-Ouen (Ile-de-France), France ",Date of death:|18-06-1980|Place of death:| ,"    Marseille (Provence-Alpes-Cote d'Azur), France",Professional:,1926-1939,, , ,,,,,,Date of death:|18-06-1980|Place of death:| , ,Age:,76 years
2144,11-07-1932,4º stage Distance:,206 km,Road – Stage,"    Bordeaux (Aquitaine), France ","Pau (Aquitaine), France",,Georges,Ronsse,Belgium ,N,,,,,,,63 years,Date of birth:,04-03-1906,Place of birth:,"Antwerpen (Antwerpen), Belgium ",Date of death:|04-07-1969|Place of death:| ,"    Berchem (Brussels Hoofdstedelijk Gewest), Belgium",Professional:,1925-1938,, , ,,,,,,Date of death:|04-07-1969|Place of death:| , ,Age:,63 years
2145,12-07-1932,5º stage Distance:,229 km,Road – Stage,"    Pau (Aquitaine), France ","Luchon (Midi-Pyrenees), France",,Antonio,Pesenti,Italy ,N,,,,,,,60 years,Date of birth:,17-05-1908,Place of birth:,"Zogno (Lombardia), Italy ",Date of death:|10-06-1968|Place of death:| ,"    Bergamo (Lombardia), Italy",Professional:,1929-1939,, , ,,,,,,Date of death:|10-06-1968|Place of death:| , ,Age:,60 years
2146,14-07-1932,6º stage Distance:,323 km,Road – Stage,"    Luchon (Midi-Pyrenees), France ","Perpignan (Languedoc-Roussillon), France",,Frans,Bonduel,Belgium ,N,,,,,,,90 years,Date of birth:,26-09-1907,Place of birth:,"Baasrode (Oost-Vlaanderen), Belgium ",Date of death:|25-02-1998|Place of death:| ,"    Baasrode (Oost-Vlaanderen), Belgium",Professional:,1928-1947,, , ,,,,,,Date of death:|25-02-1998|Place of death:| , ,Age:,90 years
2147,16-07-1932,7º stage Distance:,168 km,Road – Stage,"    Perpignan (Languedoc-Roussillon), France ","Montpellier (Languedoc-Roussillon), France",,Frans,Bonduel,Belgium ,N,,,,,,,90 years,Date of birth:,26-09-1907,Place of birth:,"Baasrode (Oost-Vlaanderen), Belgium ",Date of death:|25-02-1998|Place of death:| ,"    Baasrode (Oost-Vlaanderen), Belgium",Professional:,1928-1947,, , ,,,,,,Date of death:|25-02-1998|Place of death:| , ,Age:,90 years
2148,17-07-1932,8º stage Distance:,206 km,Road – Stage,"    Montpellier (Languedoc-Roussillon), France ","Marseille (Provence-Alpes-Cote d'Azur), France",,Michele,Orecchia,Italy ,N,,,,,,,77 years,Date of birth:,26-12-1903,Place of birth:,"Marseille (Provence-Alpes-Cote d'Azur), France ",Date of death:|11-12-1981|Place of death:| ,"    Moncalieri (Piemonte), Italy",Professional:,1927-1934,, , ,,,,,,Date of death:|11-12-1981|Place of death:| , ,Age:,77 years
2149,18-07-1932,9º stage Distance:,191 km,Road – Stage,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Cannes (Provence-Alpes-Cote d'Azur), France",,Raffaele,Di Paco,Italy ,N,,,,,,,87 years,Date of birth:,06-07-1908,Place of birth:,"Fauglia (Toscana), Italy ",Date of death:|21-05-1996|Place of death:| ,"    Fauglia (Toscana), Italy",Professional:,1928-1944,, , ,,,,,,Date of death:|21-05-1996|Place of death:| , ,Age:,87 years
2150,19-07-1932,10º stage Distance:,132 km,Road – Stage,"    Cannes (Provence-Alpes-Cote d'Azur), France ","Nice (Provence-Alpes-Cote d'Azur), France",,Francesco,Camusso,Italy ,N,,,,,,,87 years,Date of birth:,09-03-1908,Place of birth:,"Burdini-Dagheri (Piemonte), Italy ",Date of death:|23-06-1995|Place of death:| ,"    Torino (Piemonte), Italy",Professional:,1929-1938,, , ,,,,,,Date of death:|23-06-1995|Place of death:| , ,Age:,87 years
2151,21-07-1932,11º stage Distance:,233 km,Road – Stage,"    Nice (Provence-Alpes-Cote d'Azur), France ","Gap (Provence-Alpes-Cote d'Azur), France",,André,Leducq,France ,N,,,,,,,76 years,Date of birth:,27-02-1904,Place of birth:,"Saint-Ouen (Ile-de-France), France ",Date of death:|18-06-1980|Place of death:| ,"    Marseille (Provence-Alpes-Cote d'Azur), France",Professional:,1926-1939,, , ,,,,,,Date of death:|18-06-1980|Place of death:| , ,Age:,76 years
2152,22-07-1932,12º stage Distance:,102 km,Road – Stage,"    Gap (Provence-Alpes-Cote d'Azur), France ","Grenoble (Rhone-Alpes), France",,Roger,Lapébie,France ,N,,,,,,,85 years,Date of birth:,16-01-1911,Place of birth:,"Bayonne (Aquitaine), France ",Date of death:|12-10-1996|Place of death:| ,"    Pessac (Aquitaine), France",Professional:,1932-19391946,, , ,,,,,,Date of death:|12-10-1996|Place of death:| , ,Age:,85 years
2153,23-07-1932,13º stage Distance:,230 km,Road – Stage,"    Grenoble (Rhone-Alpes), France ","Aix-les-Bains (Rhone-Alpes), France",,André,Leducq,France ,N,,,,,,,76 years,Date of birth:,27-02-1904,Place of birth:,"Saint-Ouen (Ile-de-France), France ",Date of death:|18-06-1980|Place of death:| ,"    Marseille (Provence-Alpes-Cote d'Azur), France",Professional:,1926-1939,, , ,,,,,,Date of death:|18-06-1980|Place of death:| , ,Age:,76 years
2154,24-07-1932,14º stage Distance:,204 km,Road – Stage,"    Aix-les-Bains (Rhone-Alpes), France ","Évian (Rhone-Alpes), France",,Raffaele,Di Paco,Italy ,N,,,,,,,87 years,Date of birth:,06-07-1908,Place of birth:,"Fauglia (Toscana), Italy ",Date of death:|21-05-1996|Place of death:| ,"    Fauglia (Toscana), Italy",Professional:,1928-1944,, , ,,,,,,Date of death:|21-05-1996|Place of death:| , ,Age:,87 years
2155,25-07-1932,15º stage Distance:,291 km,Road – Stage,"    Évian (Rhone-Alpes), France ","Belfort (Franche-Comte), France",,André,Leducq,France ,N,,,,,,,76 years,Date of birth:,27-02-1904,Place of birth:,"Saint-Ouen (Ile-de-France), France ",Date of death:|18-06-1980|Place of death:| ,"    Marseille (Provence-Alpes-Cote d'Azur), France",Professional:,1926-1939,, , ,,,,,,Date of death:|18-06-1980|Place of death:| , ,Age:,76 years
2156,26-07-1932,16º stage Distance:,145 km,Road – Stage,"    Belfort (Franche-Comte), France ","Strasbourg (Alsace), France",,Gerard,Loncke,Belgium ,N,,,,,,,74 years,Date of birth:,15-01-1905,Place of birth:,"Overpelt (Limburg), Belgium ",Date of death:|13-03-1979|Place of death:| ,"    Neerpelt (Limburg), Belgium",Professional:,1929-1939,, , ,,,,,,Date of death:|13-03-1979|Place of death:| , ,Age:,74 years
2157,27-07-1932,17º stage Distance:,165 km,Road – Stage,"    Strasbourg (Alsace), France ","Metz (Lorraine), France",,Raffaele,Di Paco,Italy ,N,,,,,,,87 years,Date of birth:,06-07-1908,Place of birth:,"Fauglia (Toscana), Italy ",Date of death:|21-05-1996|Place of death:| ,"    Fauglia (Toscana), Italy",Professional:,1928-1944,, , ,,,,,,Date of death:|21-05-1996|Place of death:| , ,Age:,87 years
2158,28-07-1932,18º stage Distance:,159 km,Road – Stage,"    Metz (Lorraine), France ","Charleville (Champagne-Ardenne), France",,Raffaele,Di Paco,Italy ,N,,,,,,,87 years,Date of birth:,06-07-1908,Place of birth:,"Fauglia (Toscana), Italy ",Date of death:|21-05-1996|Place of death:| ,"    Fauglia (Toscana), Italy",Professional:,1928-1944,, , ,,,,,,Date of death:|21-05-1996|Place of death:| , ,Age:,87 years
2159,29-07-1932,19º stage Distance:,271 km,Road – Stage,"    Charleville (Champagne-Ardenne), France ","Malo-les-Bains (Nord-Pas-de-Calais), France",,Gaston,Rebry,Belgium ,N,,,,,,,48 years,Date of birth:,29-01-1905,Place of birth:,"Rollegem-Kapelle (West-Vlaanderen), Belgium ",Date of death:|03-07-1953|Place of death:| ,"    Wevelgem (West-Vlaanderen), Belgium",Professional:,1923-1939,, , ,,,,,,Date of death:|03-07-1953|Place of death:| , ,Age:,48 years
2160,30-07-1932,20º stage Distance:,212 km,Road – Stage,"    Malo-les-Bains (Nord-Pas-de-Calais), France ","Amiens (Picardie), France",,André,Leducq,France ,N,,,,,,,76 years,Date of birth:,27-02-1904,Place of birth:,"Saint-Ouen (Ile-de-France), France ",Date of death:|18-06-1980|Place of death:| ,"    Marseille (Provence-Alpes-Cote d'Azur), France",Professional:,1926-1939,, , ,,,,,,Date of death:|18-06-1980|Place of death:| , ,Age:,76 years
2161,31-07-1932,21º stage Distance:,159 km,Road – Stage,"    Amiens (Picardie), France ","Paris (Ile-de-France), France",,André,Leducq,France ,N,,,,,,,76 years,Date of birth:,27-02-1904,Place of birth:,"Saint-Ouen (Ile-de-France), France ",Date of death:|18-06-1980|Place of death:| ,"    Marseille (Provence-Alpes-Cote d'Azur), France",Professional:,1926-1939,, , ,,,,,,Date of death:|18-06-1980|Place of death:| , ,Age:,76 years
2162,31-07-1932, Distance:, km,Classification – Road – Mountains Classification,,,Open,Vicente,Trueba Pérez,Spain ,N,,,,,,,80 years,Date of birth:,15-11-1905,Place of birth:,"Sierrapando (Cantabria), Spain ",Date of death:|13-11-1986|Place of death:| ,"    Cartes (Cantabria), Spain",Professional:,1928-1939,, , ,,,,,,Date of death:|13-11-1986|Place of death:| , ,Age:,80 years
2163,31-07-1932, Distance:,4520 km,Classification – Road – General Classification,,"Paris (Ile-de-France), France",,André,Leducq,France ,N,,,,,,,76 years,Date of birth:,27-02-1904,Place of birth:,"Saint-Ouen (Ile-de-France), France ",Date of death:|18-06-1980|Place of death:| ,"    Marseille (Provence-Alpes-Cote d'Azur), France",Professional:,1926-1939,, , ,,,,,,Date of death:|18-06-1980|Place of death:| , ,Age:,76 years
2164,30-06-1931,1º stage Distance:,208 km,Road – Stage,"    Paris (Ile-de-France), France ","Caen (Basse-Normandie), France",,Alfred,Hamerlinck,Belgium ,N,,,,,,,87 years,Date of birth:,27-09-1905,Place of birth:,"Assenede (Oost-Vlaanderen), Belgium ",Date of death:|10-07-1993|Place of death:| ,"    Gent (Oost-Vlaanderen), Belgium",Professional:,1927-1936,, , ,,,,,,Date of death:|10-07-1993|Place of death:| , ,Age:,87 years
2165,01-07-1931,2º stage Distance:,212 km,Road – Stage,"    Caen (Basse-Normandie), France ","Dinan (Bretagne), France",,Max,Bulla,Austria ,N,,,,,,,84 years,Date of birth:,26-09-1905,Place of birth:,"Wien (Wien), Austria ",Date of death:|01-03-1990|Place of death:| ,"    Pitten (Niederösterreich), Austria",Professional:,1926-19391941-1942 + 1946-1949,, , ,,,,,,Date of death:|01-03-1990|Place of death:| , ,Age:,84 years
2166,02-07-1931,3º stage Distance:,206 km,Road – Stage,"    Dinan (Bretagne), France ","Brest (Bretagne), France",,Fabio,Battesini,Italy ,N,,,,,,,75 years,Date of birth:,19-02-1912,Place of birth:,"Virgilio (Lombardia), Italy ",Date of death:|17-06-1987|Place of death:| ,"    Roma (Lazio), Italy",Professional:,1930-1946,, , ,,,,,,Date of death:|17-06-1987|Place of death:| , ,Age:,75 years
2167,03-07-1931,4º stage Distance:,211 km,Road – Stage,"    Brest (Bretagne), France ","Vannes (Bretagne), France",,André,Godinat,France ,N,,,,,,,76 years,Date of birth:,03-09-1903,Place of birth:,"Reuil (Champagne-Ardenne), France ",Date of death:|03-10-1979|Place of death:| ,"    Epernay (Rhone-Alpes), France",Professional:,1925-1937,, , ,,,,,,Date of death:|03-10-1979|Place of death:| , ,Age:,76 years
2168,04-07-1931,5º stage Distance:,202 km,Road – Stage,"    Vannes (Bretagne), France ","Les Sables-d'Olonne (Pays de la Loire), France",,Charles,Pélissier,France ,N,,,,,,,56 years,Date of birth:,20-02-1903,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|28-05-1959|Place of death:| ,"    Paris (Ile-de-France), France",Professional:,1922-1939,, , ,,,,,,Date of death:|28-05-1959|Place of death:| , ,Age:,56 years
2169,05-07-1931,6º stage Distance:,338 km,Road – Stage,"    Les Sables-d'Olonne (Pays de la Loire), France ","Bordeaux (Aquitaine), France",,Alfred,Hamerlinck,Belgium ,N,,,,,,,87 years,Date of birth:,27-09-1905,Place of birth:,"Assenede (Oost-Vlaanderen), Belgium ",Date of death:|10-07-1993|Place of death:| ,"    Gent (Oost-Vlaanderen), Belgium",Professional:,1927-1936,, , ,,,,,,Date of death:|10-07-1993|Place of death:| , ,Age:,87 years
2170,06-07-1931,7º stage Distance:,180 km,Road – Stage,"    Bordeaux (Aquitaine), France ","Bayonne (Aquitaine), France",,Gerard,Loncke,Belgium ,N,,,,,,,74 years,Date of birth:,15-01-1905,Place of birth:,"Overpelt (Limburg), Belgium ",Date of death:|13-03-1979|Place of death:| ,"    Neerpelt (Limburg), Belgium",Professional:,1929-1939,, , ,,,,,,Date of death:|13-03-1979|Place of death:| , ,Age:,74 years
2171,07-07-1931,8º stage Distance:,106 km,Road – Stage,"    Bayonne (Aquitaine), France ","Pau (Aquitaine), France",,Charles,Pélissier,France ,N,,,,,,,56 years,Date of birth:,20-02-1903,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|28-05-1959|Place of death:| ,"    Paris (Ile-de-France), France",Professional:,1922-1939,, , ,,,,,,Date of death:|28-05-1959|Place of death:| , ,Age:,56 years
2172,08-07-1931,9º stage Distance:,231 km,Road – Stage,"    Pau (Aquitaine), France ","Luchon (Midi-Pyrenees), France",,Antonin,Magne,France ,N,,,,,,,79 years,Date of birth:,15-02-1904,Place of birth:,"Ytrac (Auvergne), France ",Date of death:|08-09-1983|Place of death:| ,"    Arcachon (Aquitaine), France",Professional:,1926-1941,, , ,,,,,,Date of death:|08-09-1983|Place of death:| , ,Age:,79 years
2173,10-07-1931,10º stage Distance:,322 km,Road – Stage,"    Luchon (Midi-Pyrenees), France ","Perpignan (Languedoc-Roussillon), France",,Raffaele,Di Paco,Italy ,N,,,,,,,87 years,Date of birth:,06-07-1908,Place of birth:,"Fauglia (Toscana), Italy ",Date of death:|21-05-1996|Place of death:| ,"    Fauglia (Toscana), Italy",Professional:,1928-1944,, , ,,,,,,Date of death:|21-05-1996|Place of death:| , ,Age:,87 years
2174,12-07-1931,11º stage Distance:,164 km,Road – Stage,"    Perpignan (Languedoc-Roussillon), France ","Montpellier (Languedoc-Roussillon), France",,Raffaele,Di Paco,Italy ,N,,,,,,,87 years,Date of birth:,06-07-1908,Place of birth:,"Fauglia (Toscana), Italy ",Date of death:|21-05-1996|Place of death:| ,"    Fauglia (Toscana), Italy",Professional:,1928-1944,, , ,,,,,,Date of death:|21-05-1996|Place of death:| , ,Age:,87 years
2175,13-07-1931,12º stage Distance:,207 km,Road – Stage,"    Montpellier (Languedoc-Roussillon), France ","Marseille (Provence-Alpes-Cote d'Azur), France",,Max,Bulla,Austria ,N,,,,,,,84 years,Date of birth:,26-09-1905,Place of birth:,"Wien (Wien), Austria ",Date of death:|01-03-1990|Place of death:| ,"    Pitten (Niederösterreich), Austria",Professional:,1926-19391941-1942 + 1946-1949,, , ,,,,,,Date of death:|01-03-1990|Place of death:| , ,Age:,84 years
2176,14-07-1931,13º stage Distance:,181 km,Road – Stage,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Cannes (Provence-Alpes-Cote d'Azur), France",,Charles,Pélissier,France ,N,,,,,,,56 years,Date of birth:,20-02-1903,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|28-05-1959|Place of death:| ,"    Paris (Ile-de-France), France",Professional:,1922-1939,, , ,,,,,,Date of death:|28-05-1959|Place of death:| , ,Age:,56 years
2177,15-07-1931,14º stage Distance:,132 km,Road – Stage,"    Cannes (Provence-Alpes-Cote d'Azur), France ","Nice (Provence-Alpes-Cote d'Azur), France",,Eugenio,Gestri,Italy ,N,,,,,,,38 years,Date of birth:,27-10-1905,Place of birth:,"Prato (Toscana), Italy ",Date of death:|02-09-1944|Place of death:| ,"    Prato (Toscana), Italy",Professional:,1930-1936,, , ,,,,,,Date of death:|02-09-1944|Place of death:| , ,Age:,38 years
2178,17-07-1931,15º stage Distance:,233 km,Road – Stage,"    Nice (Provence-Alpes-Cote d'Azur), France ","Gap (Provence-Alpes-Cote d'Azur), France",,Joseph,Demuysere,Belgium ,N,,,,,,,61 years,Date of birth:,26-07-1907,Place of birth:,"Wervik (West-Vlaanderen), Belgium ",Date of death:|30-04-1969|Place of death:| ,"    Antwerpen (Antwerpen), Belgium",Professional:,1928-1938,, , ,,,,,,Date of death:|30-04-1969|Place of death:| , ,Age:,61 years
2179,18-07-1931,16º stage Distance:,102 km,Road – Stage,"    Gap (Provence-Alpes-Cote d'Azur), France ","Grenoble (Rhone-Alpes), France",,Charles,Pélissier,France ,N,,,,,,,56 years,Date of birth:,20-02-1903,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|28-05-1959|Place of death:| ,"    Paris (Ile-de-France), France",Professional:,1922-1939,, , ,,,,,,Date of death:|28-05-1959|Place of death:| , ,Age:,56 years
2180,19-07-1931,17º stage Distance:,230 km,Road – Stage,"    Grenoble (Rhone-Alpes), France ","Aix-les-Bains (Rhone-Alpes), France",,Max,Bulla,Austria ,N,,,,,,,84 years,Date of birth:,26-09-1905,Place of birth:,"Wien (Wien), Austria ",Date of death:|01-03-1990|Place of death:| ,"    Pitten (Niederösterreich), Austria",Professional:,1926-19391941-1942 + 1946-1949,, , ,,,,,,Date of death:|01-03-1990|Place of death:| , ,Age:,84 years
