,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1910,Date:,23-07-1948,19º stage Distance:,249 km,Road – Stage,          Departure:,"    Metz (Lorraine), France ",              Arrival:,"Liège (Liege), Belgium",,,,Name:,Gino,Family name:,Bartali,Nationality:,Italy ,Gender:, ,Age:,85 years,Date of birth:,18-07-1914,Place of birth:,"Ponte a Ema (Toscana), Italy ",Date of death:05-05-2000Place of death: ,"    Firenze (Toscana), Italy",Professional:,1935-1954,, , ,,,,,
1911,Date:,24-07-1948,20º stage Distance:,228 km,Road – Stage,          Departure:,"    Liège (Liege), Belgium ",              Arrival:,"Roubaix (Nord-Pas-de-Calais), France",,,,Name:,Bernard,Family name:,Gauthier,Nationality:,France ,Gender:, ,Age:,94 years,Date of birth:,22-09-1924,Place of birth:,"Beaumont-Monteux (Rhone-Alpes), France ",Date of death:23-11-2018Place of death: ,"    Grenoble (Rhone-Alpes), France",Professional:,1947-1961,, , ,,,,,
1912,Date:,25-07-1948,21º stage Distance:,286 km,Road – Stage,          Departure:,"    Roubaix (Nord-Pas-de-Calais), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Giovanni,Family name:,Corrieri,Nationality:,Italy ,Gender:, ,Age:,96 years,Date of birth:,07-02-1920,Place of birth:,"Messina (Sicilia), Italy ",Date of death:22-01-2017Place of death: ,"    Prato (Piemonte), Italy",Professional:,1941-1957,, , ,,,,,
1913,Date:,25-07-1948, Distance:,4922 km,Classification – Road – General Classification,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Gino,Family name:,Bartali,Nationality:,Italy ,Gender:, ,Age:,85 years,Date of birth:,18-07-1914,Place of birth:,"Ponte a Ema (Toscana), Italy ",Date of death:05-05-2000Place of death: ,"    Firenze (Toscana), Italy",Professional:,1935-1954,, , ,,,,,
1914,Date:,25-07-1948, Distance:,4922 km,Classification – Road – Mountains Classification,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Gino,Family name:,Bartali,Nationality:,Italy ,Gender:, ,Age:,85 years,Date of birth:,18-07-1914,Place of birth:,"Ponte a Ema (Toscana), Italy ",Date of death:05-05-2000Place of death: ,"    Firenze (Toscana), Italy",Professional:,1935-1954,, , ,,,,,
1915,Date:,25-06-1947,1º stage Distance:,236 km,Road – Stage,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Lille (Nord-Pas-de-Calais), France",,,,Name:,Ferdi,Family name:,Kübler,Nationality:,Switzerland ,Gender:, ,Age:,97 years,Date of birth:,24-07-1919,Place of birth:,"Marthalen (Schaffhausen), Switzerland ",Date of death:29-12-2016Place of death: ,"    Zürich (Zürich), Switzerland",Professional:,1940-1957,, , ,,,,,
1916,Date:,26-06-1947,2º stage Distance:,182 km,Road – Stage,          Departure:,"    Lille (Nord-Pas-de-Calais), France ",              Arrival:,"Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium",,,,Name:,René,Family name:,Vietto,Nationality:,France ,Gender:, ,Age:,74 years,Date of birth:,17-02-1914,Place of birth:,"Rocheville (Basse-Normandie), France ",Date of death:14-10-1988Place of death: ,"    Orange (Provence-Alpes-Cote d'Azur), France",Professional:,1931-1953,, , ,,,,,
1917,Date:,27-06-1947,3º stage Distance:,314 km,Road – Stage,          Departure:,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium ",              Arrival:,"Luxembourg (Luxembourg), Luxemburg",,,,Name:,Aldo,Family name:,Ronconi,Nationality:,Italy ,Gender:, ,Age:,93 years,Date of birth:,20-09-1918,Place of birth:,"Brisighella (Emilia-Romagna), Italy ",Date of death:12-06-2012Place of death: ,"    Faenza (Emilia-Romagna), Italy",Professional:,1940-1952,, , ,,,,,
1918,Date:,28-06-1947,4º stage Distance:,223 km,Road – Stage,          Departure:,"    Luxembourg (Luxembourg), Luxemburg ",              Arrival:,"Strasbourg (Alsace), France",,,,Name:,Jean,Family name:,Robic,Nationality:,France ,Gender:, ,Age:,59 years,Date of birth:,10-06-1921,Place of birth:,"Condé-lès-Vouziers (Champagne-Ardenne), France ",Date of death:06-10-1980Place of death: ,"    Claye-Souilly (Ile-de-France), France",Professional:,1943-1961,, , ,,,,,
1919,Date:,29-06-1947,5º stage Distance:,248 km,Road – Stage,          Departure:,"    Strasbourg (Alsace), France ",              Arrival:,"Besançon (Franche-Comte), France",,,,Name:,Ferdi,Family name:,Kübler,Nationality:,Switzerland ,Gender:, ,Age:,97 years,Date of birth:,24-07-1919,Place of birth:,"Marthalen (Schaffhausen), Switzerland ",Date of death:29-12-2016Place of death: ,"    Zürich (Zürich), Switzerland",Professional:,1940-1957,, , ,,,,,
1920,Date:,01-07-1947,6º stage Distance:,249  km,Road – Stage,          Departure:,"    Besançon (Franche-Comte), France ",              Arrival:,"Lyon (Rhone-Alpes), France",,,,Name:,Lucien,Family name:,Teisseire,Nationality:,France ,Gender:, ,Age:,88 years,Date of birth:,11-12-1919,Place of birth:,"Saint-Laurent-du-Var (Provence-Alpes-Cote d'Azur), France ",Date of death:22-12-2007Place of death: ,"    Plonévez-Porzay (Bretagne), France",Professional:,1941-1955,, , ,,,,,
1921,Date:,02-07-1947,7º stage Distance:,172 km,Road – Stage,          Departure:,"    Lyon (Rhone-Alpes), France ",              Arrival:,"Grenoble (Rhone-Alpes), France",,,,Name:,Jean,Family name:,Robic,Nationality:,France ,Gender:, ,Age:,59 years,Date of birth:,10-06-1921,Place of birth:,"Condé-lès-Vouziers (Champagne-Ardenne), France ",Date of death:06-10-1980Place of death: ,"    Claye-Souilly (Ile-de-France), France",Professional:,1943-1961,, , ,,,,,
1922,Date:,03-07-1947,8º stage Distance:,185 km,Road – Stage,          Departure:,"    Grenoble (Rhone-Alpes), France ",              Arrival:,"Briançon (Provence-Alpes-Cote d'Azur), France",,,,Name:,Fermo,Family name:,Camellini,Nationality:,France ,,   ITA from 07-12-1914 until 08-10-1948,Gender:, ,Age:,95 years,Date of birth:,07-12-1914,Place of birth:,"Scandiano (Emilia-Romagna), Italy ",Date of death:27-08-2010Place of death: ,"    Beaulieu-sur-Mer (Provence-Alpes-Cote d'Azur), France",Professional:,1937-1951,, , ,,,
1923,Date:,05-07-1947,9º stage Distance:,217 km,Road – Stage,          Departure:,"    Briançon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Digne (Provence-Alpes-Cote d'Azur), France",,,,Name:,René,Family name:,Vietto,Nationality:,France ,Gender:, ,Age:,74 years,Date of birth:,17-02-1914,Place of birth:,"Rocheville (Basse-Normandie), France ",Date of death:14-10-1988Place of death: ,"    Orange (Provence-Alpes-Cote d'Azur), France",Professional:,1931-1953,, , ,,,,,
1924,Date:,06-07-1947,10º stage Distance:,255 km,Road – Stage,          Departure:,"    Digne (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Nice (Provence-Alpes-Cote d'Azur), France",,,,Name:,Fermo,Family name:,Camellini,Nationality:,France ,,   ITA from 07-12-1914 until 08-10-1948,Gender:, ,Age:,95 years,Date of birth:,07-12-1914,Place of birth:,"Scandiano (Emilia-Romagna), Italy ",Date of death:27-08-2010Place of death: ,"    Beaulieu-sur-Mer (Provence-Alpes-Cote d'Azur), France",Professional:,1937-1951,, , ,,,
1925,Date:,08-07-1947,11º stage Distance:,230 km,Road – Stage,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Marseille (Provence-Alpes-Cote d'Azur), France",,,,Name:,Edouard,Family name:,Fachleitner,Nationality:,France ,,   ITA from 24-02-1921 until 23-06-1939,Gender:, ,Age:,87 years,Date of birth:,24-02-1921,Place of birth:, ,Date of death:18-07-2008Place of death: ,"    Manosque (Provence-Alpes-Cote d'Azur), France",Professional:,1943-1952,, , ,,,
1926,Date:,09-07-1947,12º stage Distance:,165 km,Road – Stage,          Departure:,"    Marseille (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Montpellier (Languedoc-Roussillon), France",,,,Name:,Henri,Family name:,Massal,Nationality:,France ,Gender:, ,Age:,88 years,Date of birth:,01-05-1921,Place of birth:,"Montblanc (Languedoc-Roussillon), France ",Date of death:11-08-2009Place of death: ,"    Boujan-sur-Libron (Languedoc-Roussillon), France",Professional:,1944-1952,, , ,,,,,
1927,Date:,10-07-1947,13º stage Distance:,172  km,Road – Stage,          Departure:,"    Montpellier (Languedoc-Roussillon), France ",              Arrival:,"Carcassonne (Languedoc-Roussillon), France",,,,Name:,Lucien,Family name:,Teisseire,Nationality:,France ,Gender:, ,Age:,88 years,Date of birth:,11-12-1919,Place of birth:,"Saint-Laurent-du-Var (Provence-Alpes-Cote d'Azur), France ",Date of death:22-12-2007Place of death: ,"    Plonévez-Porzay (Bretagne), France",Professional:,1941-1955,, , ,,,,,
1928,Date:,11-07-1947,14º stage Distance:,253  km,Road – Stage,          Departure:,"    Carcassonne (Languedoc-Roussillon), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,,Name:,Albert,Family name:,Bourlon,Nationality:,France ,Gender:, ,Age:,96 years,Date of birth:,23-11-1916,Place of birth:,"Sancergues (Centre), France ",Date of death:25-09-2013Place of death: ,"    Bourges (Centre), France",Professional:,1937-19391946-1951,, , ,,,,,
1929,Date:,13-07-1947,15º stage Distance:,195 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Pau (Aquitaine), France",,,,Name:,Jean,Family name:,Robic,Nationality:,France ,Gender:, ,Age:,59 years,Date of birth:,10-06-1921,Place of birth:,"Condé-lès-Vouziers (Champagne-Ardenne), France ",Date of death:06-10-1980Place of death: ,"    Claye-Souilly (Ile-de-France), France",Professional:,1943-1961,, , ,,,,,
1930,Date:,14-07-1947,16º stage Distance:,195 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,,Name:,Giuseppe,Family name:,Tacca,Nationality:,France ,,   ITA from 12-08-1917 until 02-07-1948,Gender:, ,Age:,67 years,Date of birth:,12-08-1917,Place of birth:,"Cavaglio d'Agogna (Piemonte), Italy ",Date of death:18-10-1984Place of death: ,"    Villepinte (Ile-de-France), France",Professional:,1939-1952,, , ,,,
1931,Date:,15-07-1947,17º stage Distance:,272 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Les Sables-d'Olonne (Pays de la Loire), France",,,,Name:,Éloi,Family name:,Tassin,Nationality:,France ,Gender:, ,Age:,65 years,Date of birth:,06-06-1912,Place of birth:,"Vay (Pays de la Loire), France ",Date of death:17-08-1977Place of death: ,"    Les Sables-d'Olonne (Pays de la Loire), France",Professional:,1935-19511956,, , ,,,,,
1932,Date:,16-07-1947,18º stage Distance:,236 km,Road – Stage,          Departure:,"    Les Sables-d'Olonne (Pays de la Loire), France ",              Arrival:,"Vannes (Bretagne), France",,,,Name:,Pietro,Family name:,Tarchini,Nationality:,Switzerland ,Gender:, ,Age:,77 years,Date of birth:,29-09-1921,Place of birth:,"Balerna (Ticino), Switzerland ",Date of death:14-07-1999Place of death: ,"    Ponte Cremenaga (Ticino), Switzerland",Professional:,1945-1950,, , ,,,,,
1933,Date:,18-07-1947,19º stage Distance:,139 km,Road – Individual Time Trial,          Departure:,"    Vannes (Bretagne), France ",              Arrival:,"Saint-Brieuc (Bretagne), France",,,,Name:,Raymond,Family name:,Impanis,Nationality:,Belgium ,Gender:, ,Age:,85 years,Date of birth:,19-10-1925,Place of birth:,"Kampenhout (Brabant), Belgium ",Date of death:31-12-2010Place of death: ,"    Vilvoorde (Brabant), Belgium",Professional:,1946-1963,, , ,,,,,
1934,Date:,19-07-1947,20º stage Distance:,235 km,Road – Stage,          Departure:,"    Saint-Brieuc (Bretagne), France ",              Arrival:,"Caen (Basse-Normandie), France",,,,Name:,Maurice,Family name:,Diot,Nationality:,France ,Gender:, ,Age:,49 years,Date of birth:,13-06-1922,Place of birth:,"Paris (Ile-de-France), France ",Date of death:04-03-1972Place of death: ,"    Migennes (Bourgogne), France",Professional:,1946-1958,, , ,,,,,
1935,Date:,20-07-1947,21º stage Distance:,257 km,Road – Stage,          Departure:,"    Caen (Basse-Normandie), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Briek,Family name:,Schotte,Nationality:,Belgium ,Gender:, ,Age:,84 years,Date of birth:,07-09-1919,Place of birth:,"Kanegem (West-Vlaanderen), Belgium ",Date of death:04-04-2004Place of death: ,"    Kortrijk (West-Vlaanderen), Belgium",Professional:,1940-1959,, , ,,,,,
1936,Date:,20-07-1947, Distance:,4642 km,Classification – Road – Mountains Classification,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Pierre,Family name:,Brambilla,Nationality:,France ,,   ITA from 12-05-1919 until 09-09-1949,Gender:, ,Age:,64 years,Date of birth:,12-05-1919,Place of birth:,"Villarbeney (Fribourg), Switzerland ",Date of death:13-02-1984Place of death: ,"    Grenoble (Rhone-Alpes), France",Professional:,1939-1952,, , ,,,
1937,Date:,20-07-1947, Distance:,4642 km,Classification – Road – General Classification,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Jean,Family name:,Robic,Nationality:,France ,Gender:, ,Age:,59 years,Date of birth:,10-06-1921,Place of birth:,"Condé-lès-Vouziers (Champagne-Ardenne), France ",Date of death:06-10-1980Place of death: ,"    Claye-Souilly (Ile-de-France), France",Professional:,1943-1961,, , ,,,,,
1938,Date:,10-07-1939,1º stage Distance:,215  km,Road – Stage,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Caen (Basse-Normandie), France",,,,Name:,Amédée,Family name:,Fournier,Nationality:,France ,Gender:, ,Age:,80 years,Date of birth:,07-02-1912,Place of birth:,"Armentières (Nord-Pas-de-Calais), France ",Date of death:30-03-1992Place of death: ,"    Lecci (Corse), France",Professional:,1934-1950,, , ,,,,,
1939,Date:,11-07-1939,2º stage part  a Distance:,64 km,Road – Individual Time Trial,          Departure:,"    Caen (Basse-Normandie), France ",              Arrival:,"Vire (Basse-Normandie), France",,,,Name:,Romain,Family name:,Maes,Nationality:,Belgium ,Gender:, ,Age:,70 years,Date of birth:,10-08-1912,Place of birth:,"Zerkegem (West-Vlaanderen), Belgium ",Date of death:22-02-1983Place of death: ,"    Groot-Bijgaarden (Brabant), Belgium",Professional:,1933-1945,Websites:,http://www.bloggen.be/hugo/, , ,,,,
1940,Date:,11-07-1939,2º stage part  b Distance:,119  km,Road – Stage,          Departure:,"    Vire (Basse-Normandie), France ",              Arrival:,"Rennes (Bretagne), France",,,,Name:,Éloi,Family name:,Tassin,Nationality:,France ,Gender:, ,Age:,65 years,Date of birth:,06-06-1912,Place of birth:,"Vay (Pays de la Loire), France ",Date of death:17-08-1977Place of death: ,"    Les Sables-d'Olonne (Pays de la Loire), France",Professional:,1935-19511956,, , ,,,,,
1941,Date:,12-07-1939,3º stage Distance:,244 km,Road – Stage,          Departure:,"    Rennes (Bretagne), France ",              Arrival:,"Brest (Bretagne), France",,,,Name:,Pierre-Marie,Family name:,Cloarec,Nationality:,France ,Gender:, ,Age:,85 years,Date of birth:,14-03-1909,Place of birth:,"Pleyben (Bretagne), France ",Date of death:07-12-1994Place of death: ,"    Saint-Ouen-du-Tilleul (Haute-Normandie), France",Professional:,1931-1946,, , ,,,,,
1942,Date:,13-07-1939,4º stage Distance:,174 km,Road – Stage,          Departure:,"    Brest (Bretagne), France ",              Arrival:,"Lorient (Bretagne), France",,,,Name:,Raymond,Family name:,Louviot,Nationality:,France ,Gender:, ,Age:,60 years,Date of birth:,17-12-1908,Place of birth:,"Granges (Valais), Switzerland ",Date of death:14-05-1969Place of death: ,"    Dunkerque (Nord-Pas-de-Calais), France",Professional:,1931-1949,, , ,,,,,
1943,Date:,14-07-1939,5º stage Distance:,207 km,Road – Stage,          Departure:,"    Lorient (Bretagne), France ",              Arrival:,"Nantes (Pays de la Loire), France",,,,Name:,Amédée,Family name:,Fournier,Nationality:,France ,Gender:, ,Age:,80 years,Date of birth:,07-02-1912,Place of birth:,"Armentières (Nord-Pas-de-Calais), France ",Date of death:30-03-1992Place of death: ,"    Lecci (Corse), France",Professional:,1934-1950,, , ,,,,,
1944,Date:,15-07-1939,6º stage part  a Distance:,144 km,Road – Stage,          Departure:,"    Nantes (Pays de la Loire), France ",              Arrival:,"La Rochelle (Poitou-Charentes), France",,,,Name:,Lucien,Family name:,Storme,Nationality:,Belgium ,Gender:, ,Age:,28 years,Date of birth:,18-06-1916,Place of birth:,"Nieuwkerke (West-Vlaanderen), Belgium ",Date of death:10-04-1945Place of death: ,"    Siegburg (Nordrhein-Westfalen), Germany",Professional:,1937-1942,, , ,,,,,
1945,Date:,15-07-1939,6º stage part  b Distance:,107 km,Road – Stage,          Departure:,"    La Rochelle (Poitou-Charentes), France ",              Arrival:,"Royan (Poitou-Charentes), France",,,,Name:,Edmond,Family name:,Pagès,Nationality:,France ,Gender:, ,Age:,75 years,Date of birth:,02-05-1911,Place of birth:,"Boulogne-Billancourt (Ile-de-France), France ",Date of death:28-02-1987Place of death: ,"    Dieppe (Haute-Normandie), France",Professional:,1936-1946,, , ,,,,,
1946,Date:,17-07-1939,7º stage Distance:,198 km,Road – Stage,          Departure:,"    Royan (Poitou-Charentes), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,,Name:,Raymond,Family name:,Passat,Nationality:,France ,Gender:, ,Age:,105  years,Date of birth:,28-12-1913,Place of birth:,"Gannat (Auvergne), France ",Professional:,1936-1943,, , ,,,,,,,
1947,Date:,18-07-1939,8º stage part  a Distance:,210.5 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Salies-de-Béarn (Aquitaine), France",,,,Name:,Marcel,Family name:,Kint,Nationality:,Belgium ,Gender:, ,Age:,87 years,Date of birth:,20-09-1914,Place of birth:,"Zwevegem (West-Vlaanderen), Belgium ",Date of death:23-03-2002Place of death: ,"    Kortrijk (West-Vlaanderen), Belgium",Professional:,1935-19401942-1951,, , ,,,,,
